"No.","Time","Source","Destination","Protocol","Length","Info"
"666","65.327610","192.168.43.62","203.205.239.248","TCP","54","60991  >  8081 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"667","65.327616","192.168.43.62","203.205.239.248","TCP","54","[TCP Dup ACK 666#1] 60991  >  8081 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"668","65.327712","192.168.43.62","203.205.239.248","TCP","1089","60991  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=65536 Len=1035"
"669","65.327721","192.168.43.62","203.205.239.248","TCP","1089","[TCP Retransmission] 60991  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=65536 Len=1035"
"670","65.327808","192.168.43.62","203.205.239.248","TCP","54","60991  >  8081 [FIN, ACK] Seq=1036 Ack=1 Win=65536 Len=0"
"671","65.327812","192.168.43.62","203.205.239.248","TCP","54","[TCP Out-Of-Order] 60991  >  8081 [FIN, ACK] Seq=1036 Ack=1 Win=65536 Len=0"
"672","65.337972","203.205.239.248","192.168.43.62","TCP","66","8081  >  60992 [SYN, ACK] Seq=0 Ack=1 Win=13600 Len=0 MSS=1360 SACK_PERM=1 WS=1024"
"673","65.338063","192.168.43.62","203.205.239.248","TCP","54","60992  >  8081 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"674","65.338068","192.168.43.62","203.205.239.248","TCP","54","[TCP Dup ACK 673#1] 60992  >  8081 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"675","65.338165","192.168.43.62","203.205.239.248","TCP","1105","60992  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=65536 Len=1051"
"676","65.338175","192.168.43.62","203.205.239.248","TCP","1105","[TCP Retransmission] 60992  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=65536 Len=1051"
"677","65.338296","192.168.43.62","203.205.239.248","TCP","54","60992  >  8081 [FIN, ACK] Seq=1052 Ack=1 Win=65536 Len=0"
"678","65.338302","192.168.43.62","203.205.239.248","TCP","54","[TCP Out-Of-Order] 60992  >  8081 [FIN, ACK] Seq=1052 Ack=1 Win=65536 Len=0"
"679","65.430669","203.205.239.248","192.168.43.62","TCP","66","[TCP Window Update] 8081  >  60991 [ACK] Seq=1 Ack=1 Win=14336 Len=0 SLE=1036 SRE=1037"
"680","65.443940","203.205.239.248","192.168.43.62","TCP","54","8081  >  60991 [ACK] Seq=1 Ack=1037 Win=16384 Len=0"
"681","65.447831","203.205.239.248","192.168.43.62","TCP","54","[TCP Previous segment not captured] 8081  >  60991 [FIN, ACK] Seq=223 Ack=1037 Win=16384 Len=0"
"682","65.447831","203.205.239.248","192.168.43.62","TCP","276","[TCP Out-Of-Order] 8081  >  60991 [PSH, ACK] Seq=1 Ack=1037 Win=16384 Len=222"
"683","65.447878","192.168.43.62","203.205.239.248","TCP","54","[TCP Dup ACK 666#2] 60991  >  8081 [ACK] Seq=1037 Ack=1 Win=65536 Len=0"
"684","65.447883","192.168.43.62","203.205.239.248","TCP","54","[TCP Dup ACK 666#3] 60991  >  8081 [ACK] Seq=1037 Ack=1 Win=65536 Len=0"
"685","65.447986","192.168.43.62","203.205.239.248","TCP","54","60991  >  8081 [ACK] Seq=1037 Ack=224 Win=65314 Len=0"
"686","65.447992","192.168.43.62","203.205.239.248","TCP","54","[TCP Dup ACK 685#1] 60991  >  8081 [ACK] Seq=1037 Ack=224 Win=65314 Len=0"
"687","65.448107","203.205.239.248","192.168.43.62","TCP","66","[TCP Window Update] 8081  >  60992 [ACK] Seq=1 Ack=1 Win=14336 Len=0 SLE=1052 SRE=1053"
"688","65.452244","203.205.239.248","192.168.43.62","TCP","54","8081  >  60992 [ACK] Seq=1 Ack=1053 Win=16384 Len=0"
"689","65.463794","203.205.239.248","192.168.43.62","TCP","54","[TCP Previous segment not captured] 8081  >  60992 [FIN, ACK] Seq=223 Ack=1053 Win=16384 Len=0"
"690","65.463838","192.168.43.62","203.205.239.248","TCP","54","[TCP Dup ACK 673#2] 60992  >  8081 [ACK] Seq=1053 Ack=1 Win=65536 Len=0"
"691","65.463842","192.168.43.62","203.205.239.248","TCP","54","[TCP Dup ACK 673#3] 60992  >  8081 [ACK] Seq=1053 Ack=1 Win=65536 Len=0"
"692","65.469517","203.205.239.248","192.168.43.62","TCP","276","[TCP Fast Retransmission] 8081  >  60992 [PSH, ACK] Seq=1 Ack=1053 Win=16384 Len=222"
"693","65.469588","192.168.43.62","203.205.239.248","TCP","54","60992  >  8081 [ACK] Seq=1053 Ack=224 Win=65314 Len=0"
"694","65.469594","192.168.43.62","203.205.239.248","TCP","54","[TCP Dup ACK 693#1] 60992  >  8081 [ACK] Seq=1053 Ack=224 Win=65314 Len=0"
"695","65.606587","123.151.71.34","192.168.43.62","TCP","54","80  >  60990 [FIN, ACK] Seq=1 Ack=2 Win=14336 Len=0"
"696","65.606647","192.168.43.62","123.151.71.34","TCP","54","60990  >  80 [ACK] Seq=2 Ack=2 Win=65536 Len=0"
"697","65.606652","192.168.43.62","123.151.71.34","TCP","54","[TCP Dup ACK 696#1] 60990  >  80 [ACK] Seq=2 Ack=2 Win=65536 Len=0"
"698","66.283986","123.151.71.34","192.168.43.62","TCP","54","[TCP Retransmission] 80  >  60990 [FIN, ACK] Seq=1 Ack=2 Win=14336 Len=0"
"699","66.284023","192.168.43.62","123.151.71.34","TCP","54","[TCP ZeroWindow] 60990  >  80 [ACK] Seq=2 Ack=2 Win=0 Len=0"
"700","66.284028","192.168.43.62","123.151.71.34","TCP","54","[TCP ZeroWindow] 60990  >  80 [ACK] Seq=2 Ack=2 Win=0 Len=0"
"701","66.291226","123.151.71.34","192.168.43.62","TCP","66","[TCP Retransmission] 80  >  60989 [SYN, ACK] Seq=0 Ack=1 Win=13600 Len=0 MSS=1360 SACK_PERM=1 WS=1024"
"702","68.294812","123.151.71.34","192.168.43.62","TCP","66","[TCP Retransmission] 80  >  60989 [SYN, ACK] Seq=0 Ack=1 Win=13600 Len=0 MSS=1360 SACK_PERM=1 WS=1024"
"709","72.307284","123.151.71.34","192.168.43.62","TCP","66","[TCP Retransmission] 80  >  60989 [SYN, ACK] Seq=0 Ack=1 Win=13600 Len=0 MSS=1360 SACK_PERM=1 WS=1024"
"710","74.966857","192.168.43.62","52.187.17.92","TLSv1.2","105","Application Data"
"711","74.966863","192.168.43.62","52.187.17.92","TCP","105","[TCP Retransmission] 60965  >  443 [PSH, ACK] Seq=11144 Ack=5829 Win=66048 Len=51"
"712","74.967092","192.168.43.62","52.187.17.92","TCP","1414","60965  >  443 [ACK] Seq=11195 Ack=5829 Win=66048 Len=1360 [TCP segment of a reassembled PDU]"
"713","74.967092","192.168.43.62","52.187.17.92","TCP","1414","60965  >  443 [ACK] Seq=12555 Ack=5829 Win=66048 Len=1360 [TCP segment of a reassembled PDU]"
"714","74.967092","192.168.43.62","52.187.17.92","TCP","1414","60965  >  443 [ACK] Seq=13915 Ack=5829 Win=66048 Len=1360 [TCP segment of a reassembled PDU]"
"715","74.967092","192.168.43.62","52.187.17.92","TLSv1.2","192","Application Data"
"716","74.967101","192.168.43.62","52.187.17.92","TCP","1414","[TCP Out-Of-Order] 60965  >  443 [ACK] Seq=11195 Ack=5829 Win=66048 Len=1360"
"717","74.967116","192.168.43.62","52.187.17.92","TCP","1414","[TCP Out-Of-Order] 60965  >  443 [ACK] Seq=12555 Ack=5829 Win=66048 Len=1360[Reassembly error, protocol TCP: New fragment overlaps old data (retransmission?)]"
"718","74.967123","192.168.43.62","52.187.17.92","TCP","1414","[TCP Out-Of-Order] 60965  >  443 [ACK] Seq=13915 Ack=5829 Win=66048 Len=1360[Reassembly error, protocol TCP: New fragment overlaps old data (retransmission?)]"
"719","74.967130","192.168.43.62","52.187.17.92","TCP","192","[TCP Retransmission] 60965  >  443 [PSH, ACK] Seq=15275 Ack=5829 Win=66048 Len=138"
"720","75.052939","52.187.17.92","192.168.43.62","TCP","54","443  >  60965 [ACK] Seq=5829 Ack=12555 Win=262400 Len=0"
"721","75.053072","52.187.17.92","192.168.43.62","TCP","54","443  >  60965 [ACK] Seq=5829 Ack=15275 Win=262400 Len=0"
"722","75.065346","52.187.17.92","192.168.43.62","TLSv1.2","109","Application Data"
"723","75.086027","52.187.17.92","192.168.43.62","TLSv1.2","109","Application Data"
"724","75.086075","192.168.43.62","52.187.17.92","TCP","54","60965  >  443 [ACK] Seq=15413 Ack=5939 Win=66048 Len=0"
"725","75.086080","192.168.43.62","52.187.17.92","TCP","54","[TCP Dup ACK 724#1] 60965  >  443 [ACK] Seq=15413 Ack=5939 Win=66048 Len=0"
"729","75.217052","192.168.43.62","20.44.232.74","TCP","66","60993  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"730","75.217058","192.168.43.62","20.44.232.74","TCP","66","[TCP Out-Of-Order] 60993  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"731","75.295426","20.44.232.74","192.168.43.62","TCP","66","443  >  60993 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1360 WS=256 SACK_PERM=1"
"732","75.295514","192.168.43.62","20.44.232.74","TCP","54","60993  >  443 [ACK] Seq=1 Ack=1 Win=66560 Len=0"
"733","75.295520","192.168.43.62","20.44.232.74","TCP","54","[TCP Dup ACK 732#1] 60993  >  443 [ACK] Seq=1 Ack=1 Win=66560 Len=0"
"734","75.296946","192.168.43.62","20.44.232.74","TLSv1.2","235","Client Hello"
"735","75.296951","192.168.43.62","20.44.232.74","TCP","235","[TCP Retransmission] 60993  >  443 [PSH, ACK] Seq=1 Ack=1 Win=66560 Len=181"
"736","75.438279","20.44.232.74","192.168.43.62","TCP","1414","443  >  60993 [ACK] Seq=1 Ack=182 Win=524544 Len=1360 [TCP segment of a reassembled PDU]"
"737","75.450798","20.44.232.74","192.168.43.62","TCP","1414","443  >  60993 [ACK] Seq=1361 Ack=182 Win=524544 Len=1360 [TCP segment of a reassembled PDU]"
"738","75.450842","192.168.43.62","20.44.232.74","TCP","54","60993  >  443 [ACK] Seq=182 Ack=2721 Win=66560 Len=0"
"739","75.450847","192.168.43.62","20.44.232.74","TCP","54","[TCP Dup ACK 738#1] 60993  >  443 [ACK] Seq=182 Ack=2721 Win=66560 Len=0"
"740","75.478847","52.187.17.92","192.168.43.62","TLSv1.2","96","Application Data"
"741","75.519718","192.168.43.62","52.187.17.92","TCP","54","60965  >  443 [ACK] Seq=15413 Ack=5981 Win=66048 Len=0"
"742","75.519726","192.168.43.62","52.187.17.92","TCP","54","[TCP Dup ACK 741#1] 60965  >  443 [ACK] Seq=15413 Ack=5981 Win=66048 Len=0"
"743","75.716173","20.44.232.74","192.168.43.62","TCP","1414","[TCP Previous segment not captured] 443  >  60993 [PSH, ACK] Seq=4876 Ack=182 Win=524544 Len=1360 [TCP segment of a reassembled PDU]"
"744","75.716228","192.168.43.62","20.44.232.74","TCP","66","[TCP Dup ACK 738#2] 60993  >  443 [ACK] Seq=182 Ack=2721 Win=66560 Len=0 SLE=4876 SRE=6236"
"745","75.716234","192.168.43.62","20.44.232.74","TCP","66","[TCP Dup ACK 738#3] 60993  >  443 [ACK] Seq=182 Ack=2721 Win=66560 Len=0 SLE=4876 SRE=6236"
"746","75.767261","52.187.17.92","192.168.43.62","TLSv1.2","394","Application Data"
"747","75.808001","192.168.43.62","52.187.17.92","TCP","54","60965  >  443 [ACK] Seq=15413 Ack=6321 Win=65792 Len=0"
"748","75.808010","192.168.43.62","52.187.17.92","TCP","54","[TCP Dup ACK 747#1] 60965  >  443 [ACK] Seq=15413 Ack=6321 Win=65792 Len=0"
"751","76.049251","20.44.232.74","192.168.43.62","TCP","1414","[TCP Retransmission] 443  >  60993 [ACK] Seq=2721 Ack=182 Win=524544 Len=1360"
"752","76.049297","192.168.43.62","20.44.232.74","TCP","66","60993  >  443 [ACK] Seq=182 Ack=4081 Win=66560 Len=0 SLE=4876 SRE=6236"
"753","76.049301","192.168.43.62","20.44.232.74","TCP","66","[TCP Dup ACK 752#1] 60993  >  443 [ACK] Seq=182 Ack=4081 Win=66560 Len=0 SLE=4876 SRE=6236"
"754","76.123734","20.44.232.74","192.168.43.62","TCP","1414","[TCP Retransmission] 443  >  60993 [ACK] Seq=4081 Ack=182 Win=524544 Len=1360"
"755","76.123792","192.168.43.62","20.44.232.74","TCP","66","60993  >  443 [ACK] Seq=182 Ack=6236 Win=66560 Len=0 SLE=4876 SRE=5441"
"756","76.123797","192.168.43.62","20.44.232.74","TCP","66","[TCP Dup ACK 755#1] 60993  >  443 [ACK] Seq=182 Ack=6236 Win=66560 Len=0 SLE=4876 SRE=5441"
"758","76.137307","192.168.43.62","20.44.232.74","TLSv1.2","219","Certificate, Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"759","76.137312","192.168.43.62","20.44.232.74","TCP","219","[TCP Retransmission] 60993  >  443 [PSH, ACK] Seq=182 Ack=6236 Win=66560 Len=165"
"762","76.236941","20.44.232.74","192.168.43.62","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"763","76.238425","192.168.43.62","20.44.232.74","TCP","1414","60993  >  443 [ACK] Seq=347 Ack=6287 Win=66560 Len=1360 [TCP segment of a reassembled PDU]"
"764","76.238425","192.168.43.62","20.44.232.74","TLSv1.2","130","Application Data"
"765","76.238436","192.168.43.62","20.44.232.74","TCP","1414","[TCP Out-Of-Order] 60993  >  443 [ACK] Seq=347 Ack=6287 Win=66560 Len=1360"
"766","76.238454","192.168.43.62","20.44.232.74","TCP","130","[TCP Retransmission] 60993  >  443 [PSH, ACK] Seq=1707 Ack=6287 Win=66560 Len=76"
"767","76.311130","20.44.232.74","192.168.43.62","TCP","54","443  >  60993 [ACK] Seq=6287 Ack=1783 Win=524800 Len=0"
"768","76.337774","20.44.232.74","192.168.43.62","TLSv1.2","560","Application Data"
"769","76.378473","192.168.43.62","20.44.232.74","TCP","54","60993  >  443 [ACK] Seq=1783 Ack=6793 Win=66048 Len=0"
"770","76.378484","192.168.43.62","20.44.232.74","TCP","54","[TCP Dup ACK 769#1] 60993  >  443 [ACK] Seq=1783 Ack=6793 Win=66048 Len=0"
"772","76.415934","192.168.43.62","52.187.17.92","TLSv1.2","105","Application Data"
"773","76.415941","192.168.43.62","52.187.17.92","TCP","105","[TCP Retransmission] 60965  >  443 [PSH, ACK] Seq=15413 Ack=6321 Win=65792 Len=51"
"774","76.416065","192.168.43.62","52.187.17.92","TCP","1414","60965  >  443 [ACK] Seq=15464 Ack=6321 Win=65792 Len=1360 [TCP segment of a reassembled PDU]"
"775","76.416065","192.168.43.62","52.187.17.92","TCP","1414","60965  >  443 [ACK] Seq=16824 Ack=6321 Win=65792 Len=1360 [TCP segment of a reassembled PDU]"
"776","76.416065","192.168.43.62","52.187.17.92","TCP","1414","60965  >  443 [ACK] Seq=18184 Ack=6321 Win=65792 Len=1360 [TCP segment of a reassembled PDU]"
"777","76.416065","192.168.43.62","52.187.17.92","TLSv1.2","645","Application Data"
"778","76.416075","192.168.43.62","52.187.17.92","TCP","1414","[TCP Out-Of-Order] 60965  >  443 [ACK] Seq=15464 Ack=6321 Win=65792 Len=1360"
"779","76.416087","192.168.43.62","52.187.17.92","TCP","1414","[TCP Out-Of-Order] 60965  >  443 [ACK] Seq=16824 Ack=6321 Win=65792 Len=1360[Reassembly error, protocol TCP: New fragment overlaps old data (retransmission?)]"
"780","76.416093","192.168.43.62","52.187.17.92","TCP","1414","[TCP Out-Of-Order] 60965  >  443 [ACK] Seq=18184 Ack=6321 Win=65792 Len=1360[Reassembly error, protocol TCP: New fragment overlaps old data (retransmission?)]"
"781","76.416139","192.168.43.62","52.187.17.92","TCP","645","[TCP Retransmission] 60965  >  443 [PSH, ACK] Seq=19544 Ack=6321 Win=65792 Len=591"
"782","76.484540","52.187.17.92","192.168.43.62","TCP","54","443  >  60965 [ACK] Seq=6321 Ack=16824 Win=262400 Len=0"
"783","76.504866","52.187.17.92","192.168.43.62","TCP","54","443  >  60965 [ACK] Seq=6321 Ack=20135 Win=262400 Len=0"
"784","76.504929","52.187.17.92","192.168.43.62","TLSv1.2","109","Application Data"
"785","76.516462","52.187.17.92","192.168.43.62","TLSv1.2","109","Application Data"
"786","76.516492","192.168.43.62","52.187.17.92","TCP","54","60965  >  443 [ACK] Seq=20135 Ack=6431 Win=65536 Len=0"
"787","76.516497","192.168.43.62","52.187.17.92","TCP","54","[TCP Dup ACK 786#1] 60965  >  443 [ACK] Seq=20135 Ack=6431 Win=65536 Len=0"
"788","76.516574","52.187.17.92","192.168.43.62","TLSv1.2","96","Application Data"
"789","76.557160","192.168.43.62","52.187.17.92","TCP","54","60965  >  443 [ACK] Seq=20135 Ack=6473 Win=65536 Len=0"
"790","76.557167","192.168.43.62","52.187.17.92","TCP","54","[TCP Dup ACK 789#1] 60965  >  443 [ACK] Seq=20135 Ack=6473 Win=65536 Len=0"
"791","76.822420","52.187.17.92","192.168.43.62","TLSv1.2","394","Application Data"
"792","76.863193","192.168.43.62","52.187.17.92","TCP","54","60965  >  443 [ACK] Seq=20135 Ack=6813 Win=65280 Len=0"
"793","76.863200","192.168.43.62","52.187.17.92","TCP","54","[TCP Dup ACK 792#1] 60965  >  443 [ACK] Seq=20135 Ack=6813 Win=65280 Len=0"
"794","77.768594","192.168.43.62","40.90.137.124","TCP","54","60945  >  443 [FIN, ACK] Seq=1 Ack=1 Win=258 Len=0"
"795","77.768600","192.168.43.62","40.90.137.124","TCP","54","[TCP Out-Of-Order] 60945  >  443 [FIN, ACK] Seq=1 Ack=1 Win=258 Len=0"
"796","78.160188","40.90.137.124","192.168.43.62","TCP","54","443  >  60945 [FIN, ACK] Seq=1 Ack=2 Win=1025 Len=0"
"797","78.160235","192.168.43.62","40.90.137.124","TCP","54","60945  >  443 [ACK] Seq=2 Ack=2 Win=258 Len=0"
"798","78.160240","192.168.43.62","40.90.137.124","TCP","54","[TCP Dup ACK 797#1] 60945  >  443 [ACK] Seq=2 Ack=2 Win=258 Len=0"
"802","79.388072","192.168.43.62","151.106.15.12","TCP","66","60994  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"803","79.388079","192.168.43.62","151.106.15.12","TCP","66","[TCP Out-Of-Order] 60994  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"804","79.572518","192.168.43.62","151.106.15.12","TCP","66","60995  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"805","79.572525","192.168.43.62","151.106.15.12","TCP","66","[TCP Out-Of-Order] 60995  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"806","79.627789","151.106.15.12","192.168.43.62","TCP","66","80  >  60994 [SYN, ACK] Seq=0 Ack=1 Win=42340 Len=0 MSS=1360 SACK_PERM=1 WS=512"
"807","79.627895","192.168.43.62","151.106.15.12","TCP","54","60994  >  80 [ACK] Seq=1 Ack=1 Win=66560 Len=0"
"808","79.627902","192.168.43.62","151.106.15.12","TCP","54","[TCP Dup ACK 807#1] 60994  >  80 [ACK] Seq=1 Ack=1 Win=66560 Len=0"
"809","79.628533","192.168.43.62","151.106.15.12","HTTP","529","GET / HTTP/1.1 "
"810","79.628548","192.168.43.62","151.106.15.12","TCP","529","[TCP Retransmission] 60994  >  80 [PSH, ACK] Seq=1 Ack=1 Win=66560 Len=475"
"811","79.814845","151.106.15.12","192.168.43.62","TCP","66","80  >  60995 [SYN, ACK] Seq=0 Ack=1 Win=42340 Len=0 MSS=1360 SACK_PERM=1 WS=512"
"812","79.814943","192.168.43.62","151.106.15.12","TCP","54","60995  >  80 [ACK] Seq=1 Ack=1 Win=66560 Len=0"
"813","79.814949","192.168.43.62","151.106.15.12","TCP","54","[TCP Dup ACK 812#1] 60995  >  80 [ACK] Seq=1 Ack=1 Win=66560 Len=0"
"814","79.881163","151.106.15.12","192.168.43.62","TCP","54","80  >  60994 [ACK] Seq=1 Ack=476 Win=42496 Len=0"
"815","79.890629","151.106.15.12","192.168.43.62","TCP","1414","80  >  60994 [ACK] Seq=1 Ack=476 Win=42496 Len=1360 [TCP segment of a reassembled PDU]"
"816","79.891037","151.106.15.12","192.168.43.62","TCP","1414","80  >  60994 [ACK] Seq=1361 Ack=476 Win=42496 Len=1360 [TCP segment of a reassembled PDU]"
"817","79.891037","151.106.15.12","192.168.43.62","TCP","1414","80  >  60994 [ACK] Seq=2721 Ack=476 Win=42496 Len=1360 [TCP segment of a reassembled PDU]"
"818","79.891149","192.168.43.62","151.106.15.12","TCP","54","60994  >  80 [ACK] Seq=476 Ack=4081 Win=66560 Len=0"
"819","79.891157","192.168.43.62","151.106.15.12","TCP","54","[TCP Dup ACK 818#1] 60994  >  80 [ACK] Seq=476 Ack=4081 Win=66560 Len=0"
"820","79.891300","151.106.15.12","192.168.43.62","TCP","1414","80  >  60994 [ACK] Seq=4081 Ack=476 Win=42496 Len=1360 [TCP segment of a reassembled PDU]"
"821","79.891378","192.168.43.62","151.106.15.12","TCP","54","60994  >  80 [ACK] Seq=476 Ack=5441 Win=66560 Len=0"
"822","79.891386","192.168.43.62","151.106.15.12","TCP","54","[TCP Dup ACK 821#1] 60994  >  80 [ACK] Seq=476 Ack=5441 Win=66560 Len=0"
"823","79.891522","151.106.15.12","192.168.43.62","TCP","1414","80  >  60994 [ACK] Seq=5441 Ack=476 Win=42496 Len=1360 [TCP segment of a reassembled PDU]"
"824","79.895024","151.106.15.12","192.168.43.62","TCP","1414","80  >  60994 [ACK] Seq=6801 Ack=476 Win=42496 Len=1360 [TCP segment of a reassembled PDU]"
"825","79.895088","192.168.43.62","151.106.15.12","TCP","54","60994  >  80 [ACK] Seq=476 Ack=8161 Win=66560 Len=0"
"826","79.895094","192.168.43.62","151.106.15.12","TCP","54","[TCP Dup ACK 825#1] 60994  >  80 [ACK] Seq=476 Ack=8161 Win=66560 Len=0"
"827","79.895470","151.106.15.12","192.168.43.62","TCP","1414","80  >  60994 [ACK] Seq=8161 Ack=476 Win=42496 Len=1360 [TCP segment of a reassembled PDU]"
"828","79.895470","151.106.15.12","192.168.43.62","TCP","1414","80  >  60994 [ACK] Seq=9521 Ack=476 Win=42496 Len=1360 [TCP segment of a reassembled PDU]"
"829","79.895538","192.168.43.62","151.106.15.12","TCP","54","60994  >  80 [ACK] Seq=476 Ack=10881 Win=66560 Len=0"
"830","79.895544","192.168.43.62","151.106.15.12","TCP","54","[TCP Dup ACK 829#1] 60994  >  80 [ACK] Seq=476 Ack=10881 Win=66560 Len=0"
"831","79.895670","151.106.15.12","192.168.43.62","TCP","1414","80  >  60994 [ACK] Seq=10881 Ack=476 Win=42496 Len=1360 [TCP segment of a reassembled PDU]"
"832","79.895968","151.106.15.12","192.168.43.62","TCP","1414","80  >  60994 [ACK] Seq=12241 Ack=476 Win=42496 Len=1360 [TCP segment of a reassembled PDU]"
"833","79.896022","192.168.43.62","151.106.15.12","TCP","54","60994  >  80 [ACK] Seq=476 Ack=13601 Win=66560 Len=0"
"834","79.896031","192.168.43.62","151.106.15.12","TCP","54","[TCP Dup ACK 833#1] 60994  >  80 [ACK] Seq=476 Ack=13601 Win=66560 Len=0"
"838","79.951390","192.168.43.62","172.217.194.97","TCP","66","60996  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"839","79.951396","192.168.43.62","172.217.194.97","TCP","66","[TCP Out-Of-Order] 60996  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"840","80.019989","172.217.194.97","192.168.43.62","TCP","66","443  >  60996 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1360 SACK_PERM=1 WS=256"
"841","80.020089","192.168.43.62","172.217.194.97","TCP","54","60996  >  443 [ACK] Seq=1 Ack=1 Win=66560 Len=0"
"842","80.020095","192.168.43.62","172.217.194.97","TCP","54","[TCP Dup ACK 841#1] 60996  >  443 [ACK] Seq=1 Ack=1 Win=66560 Len=0"
"843","80.020619","192.168.43.62","172.217.194.97","TLSv1.3","571","Client Hello"
"844","80.020629","192.168.43.62","172.217.194.97","TCP","571","[TCP Retransmission] 60996  >  443 [PSH, ACK] Seq=1 Ack=1 Win=66560 Len=517"
"848","80.104704","172.217.194.97","192.168.43.62","TCP","54","443  >  60996 [ACK] Seq=1 Ack=518 Win=66816 Len=0"
"849","80.112455","172.217.194.97","192.168.43.62","TLSv1.3","1414","Server Hello, Change Cipher Spec"
"850","80.112537","172.217.194.97","192.168.43.62","TCP","1414","443  >  60996 [ACK] Seq=1361 Ack=518 Win=66816 Len=1360 [TCP segment of a reassembled PDU]"
"851","80.112579","192.168.43.62","172.217.194.97","TCP","54","60996  >  443 [ACK] Seq=518 Ack=2721 Win=66560 Len=0"
"852","80.112586","192.168.43.62","172.217.194.97","TCP","54","[TCP Dup ACK 851#1] 60996  >  443 [ACK] Seq=518 Ack=2721 Win=66560 Len=0"
"853","80.112698","172.217.194.97","192.168.43.62","TLSv1.3","229","Application Data"
"854","80.129714","151.106.15.12","192.168.43.62","TCP","1414","80  >  60994 [ACK] Seq=13601 Ack=476 Win=42496 Len=1360 [TCP segment of a reassembled PDU]"
"855","80.135202","151.106.15.12","192.168.43.62","TCP","1414","80  >  60994 [ACK] Seq=14961 Ack=476 Win=42496 Len=1360 [TCP segment of a reassembled PDU]"
"856","80.135259","192.168.43.62","151.106.15.12","TCP","54","60994  >  80 [ACK] Seq=476 Ack=16321 Win=66560 Len=0"
"857","80.135267","192.168.43.62","151.106.15.12","TCP","54","[TCP Dup ACK 856#1] 60994  >  80 [ACK] Seq=476 Ack=16321 Win=66560 Len=0"
"858","80.135418","151.106.15.12","192.168.43.62","TCP","1414","80  >  60994 [ACK] Seq=16321 Ack=476 Win=42496 Len=1360 [TCP segment of a reassembled PDU]"
"859","80.135857","151.106.15.12","192.168.43.62","TCP","1414","80  >  60994 [ACK] Seq=17681 Ack=476 Win=42496 Len=1360 [TCP segment of a reassembled PDU]"
"860","80.135857","151.106.15.12","192.168.43.62","TCP","1414","80  >  60994 [ACK] Seq=19041 Ack=476 Win=42496 Len=1360 [TCP segment of a reassembled PDU]"
"861","80.135915","192.168.43.62","151.106.15.12","TCP","54","60994  >  80 [ACK] Seq=476 Ack=20401 Win=66560 Len=0"
"862","80.135920","192.168.43.62","151.106.15.12","TCP","54","[TCP Dup ACK 861#1] 60994  >  80 [ACK] Seq=476 Ack=20401 Win=66560 Len=0"
"863","80.136143","151.106.15.12","192.168.43.62","TCP","1414","80  >  60994 [ACK] Seq=20401 Ack=476 Win=42496 Len=1360 [TCP segment of a reassembled PDU]"
"864","80.136185","192.168.43.62","151.106.15.12","TCP","54","60994  >  80 [ACK] Seq=476 Ack=21761 Win=66560 Len=0"
"865","80.136190","192.168.43.62","151.106.15.12","TCP","54","[TCP Dup ACK 864#1] 60994  >  80 [ACK] Seq=476 Ack=21761 Win=66560 Len=0"
"866","80.136359","151.106.15.12","192.168.43.62","TCP","1414","80  >  60994 [ACK] Seq=21761 Ack=476 Win=42496 Len=1360 [TCP segment of a reassembled PDU]"
"867","80.136651","151.106.15.12","192.168.43.62","TCP","1414","80  >  60994 [ACK] Seq=23121 Ack=476 Win=42496 Len=1360 [TCP segment of a reassembled PDU]"
"868","80.136700","192.168.43.62","151.106.15.12","TCP","54","60994  >  80 [ACK] Seq=476 Ack=24481 Win=66560 Len=0"
"869","80.136707","192.168.43.62","151.106.15.12","TCP","54","[TCP Dup ACK 868#1] 60994  >  80 [ACK] Seq=476 Ack=24481 Win=66560 Len=0"
